,box_coord,obj_contour
212,[[ 32 149  51 349]],"[[139.60131048  91.07409274  67.5640121   31.39465726  28.38054435
   23.55796371  22.95514113  25.66784274   2.45917339  24.76360887
   61.53578629  75.70211694 212.24143145 228.81905242 239.66985887
  245.99949597 293.62247984 294.52671371 293.01965726 289.40272177
  259.86441532 257.75453629 261.07006048 261.37147177 249.01360887
  248.41078629 251.72631048 250.21925403 184.21018145 175.46925403
  176.67489919 163.11139113 163.11139113 143.82106855 143.82106855
  139.29989919 138.9984879 ]
 [ 88.13407258  86.32560484  79.99596774  80.59879032  69.44657258
   68.54233871  65.22681452  62.81552419   2.83467742   0.72479839
   37.19556452  45.33366935  47.1421371   48.04637097  55.58165323
   60.10282258  78.48891129  81.80443548  84.81854839  86.62701613
   88.73689516  97.77923387 101.69758065 105.61592742 106.82157258
   99.8891129   97.47782258  86.92842742  86.92842742  92.65524194
  114.65826613 115.5625     105.01310484 105.01310484  94.16229839
   87.83266129  87.83266129]]"
213,[[ 32 104  53 342]],"[[131.61391129 114.36592742   6.78528226  35.43447581  29.88004032
    2.69254032   9.70866935  73.14616935  89.5171371   99.16431452
   99.45665323  85.13205645  60.86794355  74.02318548 116.99697581
  116.41229839 155.58568548 165.81754032 167.86391129 174.58770161
  174.2953629  222.23891129 232.47076613 243.87197581 262.28931452
  285.38407258 288.8921371  288.59979839 279.24495968 280.41431452
  269.30544355 269.30544355 239.19455645 144.47681452 145.64616935
  132.49092742 131.02923387 131.02923387]
 [ 60.97177419  61.84879032  37.29233871  33.19959677  15.65927419
    8.64314516   3.08870968   3.38104839   7.47379032  10.68951613
   16.24395161  21.7983871   19.45967742  32.32258065  33.19959677
   29.69153226  29.69153226  32.90725806  22.67540323  25.59879032
   33.49193548  32.32258065  33.78427419  41.96975806  43.43145161
   48.10887097  52.49395161  56.87903226  57.17137097  70.03427419
   70.03427419  60.97177419  62.43346774  62.14112903  71.20362903
   71.49596774  60.97177419  60.97177419]]"
214,[[ 28 116  46 344]],"[[146.53377016  98.30796371  47.36945565  22.05090726  19.03679435
    3.06199597  13.61139113  28.38054435  28.07913306  16.62550403
   30.1890121   56.11038306  91.67691532 168.23538306 262.87852823
  282.4702621  290.00554435 298.74647177 298.14364919 280.66179435
  269.50957661 269.50957661 263.48135081 262.57711694 201.390625
  200.48639113 187.52570565 187.52570565 179.38760081 177.88054435
  167.93397177 166.72832661 160.39868952 160.70010081 146.53377016
  146.23235887 146.23235887 149.54788306]
 [ 78.75806452  78.75806452  70.0171371   60.6733871   54.64516129
   47.10987903  46.50705645  49.21975806  39.87600806   3.40524194
    1.2953629   33.24495968  47.10987903  45.90423387  46.20564516
   53.13810484  57.05645161  64.29032258  67.60584677  75.74395161
   79.66229839  85.3891129   85.08770161  77.25100806  76.64818548
   82.97782258  82.67641129  87.49899194  86.59475806  82.67641129
   82.07358871  79.05947581  77.85383065  85.3891129   85.3891129
   79.05947581  79.05947581  66.09879032]]"
215,[[ 37 136  66 347]],"[[145.90625     76.82762097   1.49495968   1.21068548  15.70866935
   16.84576613   8.03326613  25.65826613  56.35987903  65.45665323
  182.86189516 241.13810484 252.79334677 260.75302419 267.00705645
  268.99697581 280.93649194 280.93649194 268.42842742 262.45866935
  243.12802419 243.98084677 246.25504032 245.68649194 239.14818548
  239.14818548 238.86391129 208.44657258 202.47681452 202.76108871
  192.81149194 190.53729839 162.10987903 158.41431452 138.51512097
  139.93649194 144.20060484 144.48487903 144.48487903]
 [ 81.77016129  76.08467742  56.18548387  50.5         49.93145161
   34.86491935   3.02620968   3.31048387  43.39314516  47.37298387
   50.5         52.77419355  52.48991935  55.33266129  58.74395161
   63.29233871  70.11491935  74.94758065  81.2016129   82.33870968
   83.47580645  90.86693548  93.99395161  97.97379032  97.68951613
   91.71975806  83.76008065  82.33870968  82.33870968  88.02419355
   88.02419355  90.58266129  91.43548387  94.5625      93.99395161
   86.60282258  86.31854839  81.2016129   81.2016129 ]]"
216,[[ 32 142  51 348]],"[[145.14415323  94.07560484  24.08165323   3.9546371    3.9546371
   21.97883065   2.15221774  23.18044355  52.61995968  66.43850806
   85.06350806 209.73084677 252.08770161 270.71270161 283.63004032
  296.24697581 296.24697581 271.61391129 264.10383065 255.3921371
  254.79133065 252.38810484 247.88205645 246.98084677 218.44254032
  215.73891129 207.62802419 206.42641129 181.19254032 180.8921371
  167.67439516 167.67439516 160.76512097 143.04133065 142.44052419
  144.84375    144.24294355 145.14415323]
 [ 94.15120968  90.24596774  65.01209677  60.50604839  56.30040323
   54.19758065   3.42943548   3.72983871  35.57258065  49.09072581
   56.90120968  59.30443548  61.10685484  65.61290323  72.52217742
   79.13104839  83.03629032  93.55040323  95.35282258  95.35282258
  107.96975806 108.87096774 109.47177419  96.25403226  96.55443548
   98.95766129  98.95766129 105.56653226 103.46370968 100.76008065
   99.55846774 103.46370968 107.66935484 108.87096774 100.45967742
   99.25806452  94.15120968  93.55040323]]"
217,[[ 30 119  49 349]],"[[  2.16885081  22.19506048  74.08114919 207.58921371 230.04284274
  232.4702621  250.97933468 258.56502016 276.77066532 283.44606855
  298.92086694 298.92086694 277.07409274 270.70211694 268.27469758
  268.27469758 261.90272177 261.59929435 215.78175403 215.47832661
  197.57610887 197.57610887 180.58417339 180.58417339 142.35231855
  148.11743952  98.65877016  40.40070565  10.96824597  10.05796371
   17.34022177  17.34022177   2.16885081   2.16885081]
 [  1.50302419   1.19959677  45.80342742  48.23084677  44.28629032
   38.52116935  38.21774194  43.67943548  44.89314516  52.47883065
   62.7953629   66.43649194  75.2358871   75.84274194  79.18044355
   87.37298387  87.67641129  77.66330645  76.75302419  82.51814516
   82.82157258  81.6078629   80.09072581  87.06955645  85.24899194
   77.96673387  74.93245968  62.7953629   54.29939516  44.28629032
   44.28629032  41.25201613   1.80645161   1.80645161]]"
218,[[ 40 134  44 348]],"[[144.54485887 115.33618952  98.73336694  32.01461694   1.88356855
   33.24445565  34.16683468  27.71018145  26.78780242  42.46824597
   71.67691532  83.05292339 164.22227823 256.15272177 278.59727823
  289.66582661 293.66280242 299.50453629 304.42389113 304.42389113
  288.12852823 277.36743952 273.98538306 274.9077621  266.29889113
  264.76159274 231.2484879  231.2484879  187.28175403 186.66683468
  179.90272177 179.90272177 144.23739919 144.54485887  49.53981855]
 [ 81.20564516  80.28326613  75.97883065  61.52822581  52.30443548
   51.07459677  46.46270161   2.18850806   0.95866935   1.26612903
   44.00302419  50.7671371   52.91935484  56.60887097  58.45362903
   62.14314516  65.21774194  69.21471774  71.67439516  76.90120968
   81.51310484  83.3578629   84.28024194  92.8891129   92.27419355
   83.97278226  84.89516129  87.35483871  85.51008065  83.3578629
   83.3578629   90.73689516  91.04435484  81.51310484  35.39415323]]"
219,[[ 25  99  50 346]],"[[141.96421371  97.35433468  69.80997984  31.18800403  31.48739919
   37.17590726  17.11643145   6.93699597   3.04485887  17.11643145
   12.62550403  41.36743952  68.01360887  81.48639113 164.41885081
  226.39364919 260.22530242 268.30897177 276.09324597 279.08719758
  294.35635081 296.15272177 294.95514113 290.16481855 278.78780242
  278.78780242 276.09324597 271.30292339 270.4047379  151.24546371
  150.94606855 138.07207661 141.06602823 141.06602823]
 [ 64.34677419  63.14919355  58.05947581  44.58669355  41.8921371
   39.19758065  12.25201613  11.65322581   8.95866935   7.76108871
    5.06653226   3.56955645  29.31754032  34.1078629   34.70665323
   35.30544355  35.60483871  38.89818548  42.49092742  46.08366935
   53.56854839  56.5625      60.15524194  62.25100806  64.34677419
   72.13104839  73.32862903  71.53225806  63.44858871  64.64616935
   73.02923387  72.72983871  64.64616935  64.64616935]]"
220,[[ 38 145  55 358]],"[[129.36290323  69.2983871   49.99193548   2.7983871   42.94354839
   41.41129032  50.2983871   41.71774194  55.2016129   76.04032258
   85.84677419 114.65322581 119.25       119.25       119.25
  256.23387097 278.91129032 293.92741935 299.44354839 302.2016129
  302.2016129  293.62096774 274.31451613 205.05645161 148.36290323
  128.44354839 128.44354839]
 [ 97.09677419  83.91935484  81.77419355  77.48387097  73.80645161
   61.24193548  53.58064516   4.24193548   3.93548387  33.35483871
   38.56451613  38.87096774  42.5483871   53.58064516  56.64516129
   53.58064516  55.11290323  62.77419355  69.51612903  72.88709677
   78.70967742  84.53225806  87.90322581  92.19354839  94.33870968
   97.09677419  97.09677419]]"
221,[[ 37 161  40 350]],"[[156.15675403 132.33014113  53.953125    50.50453629   3.79183468
   14.45110887  58.96925403  48.6234879   63.35836694  94.39566532
  103.80090726 131.703125   200.98840726 246.13356855 268.39264113
  279.99243952 288.14364919 300.05695565 309.14868952 310.08921371
  310.08921371 291.90574597 291.27872984 278.42489919 279.36542339
  269.01965726 269.96018145 267.765625   264.94405242 229.51764113
  219.48538306 206.00453629 207.88558468 189.38860887 195.65877016
  196.59929435 171.20514113 171.51864919 155.84324597 155.84324597
  155.84324597]
 [110.33971774 106.89112903  88.08064516  77.73487903  65.50806452
   63.62701613  68.3296371    2.49294355   2.49294355  49.20564516
   57.6703629   66.76209677  65.50806452  65.82157258  67.3891129
   69.58366935  73.65927419  80.86995968  86.51310484  88.70766129
   94.03729839 102.81552419 108.77217742 109.39919355 118.17741935
  118.17741935 105.63709677 106.2641129  117.23689516 117.86391129
  108.77217742 108.77217742 118.17741935 116.60987903 112.53427419
  110.33971774 110.96673387 119.11794355 118.80443548 110.02620968
  110.02620968]]"
222,[[ 29 141  26 347]],"[[174.97076613 128.22883065  74.02116935  50.97479839  50.00100806
   59.08971774  39.28931452  59.41431452 111.67439516 237.94254032
  263.58568548 299.61592742 321.36391129 320.71471774 296.0453629
  296.0453629  255.47076613 257.09375    230.15221774 234.69657258
  215.22076613 215.5453629  204.83366935 204.83366935 171.72479839
  170.42641129 175.2953629  174.97076613 172.04939516]
 [ 95.9516129   94.97782258  83.94153226  77.77419355  63.81653226
   60.57056452   1.49395161   2.14314516  59.27217742  55.37701613
   49.20967742  48.56048387  67.71169355  73.22983871  89.13508065
   99.84677419 101.79435484  91.73185484  96.27620968 109.58467742
  110.55846774  99.52217742 100.17137097 110.23387097 109.58467742
  100.17137097  98.87298387  95.62701613  77.77419355]]"
223,[[ 33 125  52 346]],"[[117.22127016  74.99344758   8.67792339   9.86743952   2.43296371
    7.48840726  17.59929435  17.59929435   3.02772177  21.16784274
   50.90574597  66.07207661  69.640625    69.640625    69.640625
  182.34727823 240.63356855 268.58719758 282.26663306 289.10635081
  293.26965726 293.26965726 284.34828629 265.91078629 258.47631048
  258.47631048 250.14969758 250.14969758 199.00050403 198.10836694
  174.61542339 166.58618952 166.58618952 148.14868952 148.14868952
  121.68195565 122.27671371 116.6265121  116.32913306]
 [ 80.90120968  81.19858871  64.5453629   57.70564516  50.86592742
   41.64717742  38.6733871   34.51008065   2.69052419   2.39314516
   33.91532258  33.91532258  37.18649194  49.67641129  52.05544355
   50.27116935  49.37903226  49.37903226  54.73185484  58.89516129
   61.86895161  67.51915323  74.06149194  77.63004032  78.22479839
   89.52520161  89.82258065  77.92741935  79.71169355  90.11995968
   89.52520161  85.36189516  81.79334677  81.79334677  88.63306452
   88.63306452  80.00907258  80.90120968  80.90120968]]"
224,[[ 31 112  48 350]],"[[143.60030242  88.00957661  21.11743952  21.11743952  20.81199597
    1.56905242  15.00856855  29.05897177  16.84122984  32.41885081
   59.29788306  73.04284274 102.67086694  98.08921371  67.23941532
   63.87953629  70.9047379  149.40372984 231.56804435 257.22530242
  277.38457661 290.21320565 293.57308468 300.59828629 301.82006048
  301.20917339 288.38054435 272.80292339 273.71925403 266.69405242
  266.69405242 213.85231855 212.9359879  191.86038306 185.140625
  183.61340726 170.78477823 170.17389113 161.62147177 161.62147177
  153.37449597 153.37449597 139.93497984 139.32409274 143.60030242
  143.29485887 145.12752016]
 [ 63.18649194  64.10282258  50.66330645  47.91431452  45.47076613
   36.91834677  35.69657258  39.36189516   8.51209677   8.81754032
   34.16935484  39.66733871  38.75100806  28.67137097  14.92641129
    4.2358871    5.15221774  35.08568548  29.28225806  27.44959677
   28.06048387  30.80947581  33.55846774  36.61290323  38.75100806
   41.80544355  47.30342742  51.5796371   63.79737903  62.27016129
   53.41229839  57.68850806  69.90625     69.60080645  67.46270161
   62.57560484  62.27016129  75.40423387  74.48790323  79.68044355
   79.375       73.26612903  72.65524194  67.46270161  65.63004032
   63.79737903  61.65927419]]"
225,[[ 12 123  47 346]],"[[147.02217742 106.80040323  36.03427419  11.53830645   5.48991935
   23.63508065   2.76814516  10.93346774  30.59072581  75.34879032
   94.40120968 181.49798387 200.85282258 274.94556452 281.29637097
  293.69556452 298.83669355 299.74395161 298.53427419 282.50604839
  274.03830645 274.03830645 269.19959677 265.87298387 265.87298387
  221.71975806 221.71975806 199.94556452 197.22379032 172.42540323
  151.25604839 151.25604839 146.41733871 155.48991935]
 [ 98.23387097  97.02419355  81.90322581  76.76209677  66.47983871
   65.875        2.36693548   2.36693548  27.16532258  66.78225806
   69.2016129   68.29435484  64.66532258  64.36290323  68.29435484
   75.55241935  80.39112903  84.02016129  86.74193548  93.69758065
   94.60483871 107.30645161 109.12096774 104.28225806  95.81451613
   97.62903226 107.60887097 108.21370968 110.93548387 110.93548387
  107.91129032  97.93145161  97.93145161  97.02419355]]"
226,[[ 34 138  40 346]],"[[138.68094758 138.68094758 142.70413306 142.39465726  99.68699597
   38.7202621    1.27368952  39.95816532  48.00453629  30.67389113
   42.12449597  86.6890121  275.77872984 295.89465726 298.0609879
  304.86945565 304.86945565 296.20413306 287.84828629 285.37247984
  277.32610887 277.32610887 189.43497984 191.91078629 167.46219758
  140.84727823 137.75252016 154.46421371]
 [ 97.87399194  92.61290323  91.99395161  87.35181452  86.7328629
   66.92641129  62.90322581  61.66532258  58.57056452   1.93649194
    1.93649194  54.23790323  55.47580645  61.66532258  66.61693548
   72.1875      78.06754032  84.87600806  85.18548387 100.96875
  101.89717742  89.20866935  88.89919355  97.87399194 100.34979839
  100.34979839  97.56451613  83.63810484]]"
227,[[ 27  96  52 348]],"[[123.70110887  74.0015121   18.01461694  18.01461694  23.40372984
   21.60735887  21.30796371   6.33820565   2.14667339   6.93699597
   30.28981855  55.13961694  62.02570565 262.32106855 279.38659274
  290.16481855 294.05695565 294.05695565 282.97933468 282.67993952
  275.49445565 275.49445565 171.60433468 162.02368952 150.64667339
  150.34727823 137.17389113 122.80292339 122.50352823 122.50352823]
 [ 56.00856855  54.8109879   44.33215726  38.34425403  36.2484879
   23.07510081  13.49445565  11.99747984   6.00957661   3.91381048
    3.015625    29.66179435  29.96118952  28.16481855  33.55393145
   40.73941532  44.33215726  49.72127016  53.01461694  59.60131048
   60.20010081  53.01461694  55.40977823  60.49949597  61.39768145
   66.18800403  66.48739919  64.69102823  55.70917339  55.70917339]]"
228,[[ 36 144  54 346]],"[[135.62852823  99.00352823  21.32308468   1.53377016   1.53377016
   20.43699597  17.18800403  21.32308468   2.71522177  18.36945565
   85.41683468 178.7515121  209.46925403 258.20413306 267.36038306
  289.2172379  290.98941532 292.17086694 272.97227823 259.09022177
  259.68094758 257.61340726 258.20413306 248.75252016 249.34324597
  252.296875   252.296875   221.57913306 220.39768145 161.0297379
  135.03780242 135.03780242 135.03780242]
 [ 96.05544355  95.16935484  79.21975806  70.06350806  64.4516129
   64.4516129   56.18145161  52.63709677   3.90221774   4.19758065
   60.31653226  58.54435484  53.22782258  49.97883065  54.11391129
   66.81451613  70.06350806  75.67540323  84.83165323  86.60383065
   90.14818548  91.625      101.96270161 101.96270161  94.57862903
   93.98790323  89.26209677  91.3296371  105.21169355 105.21169355
  105.21169355  96.05544355  96.05544355]]"
